Sample in Buffer,Sample in Window,TRIGGER,ddr3_top/ddr3_FSM/current_state[3:0],ddr3_top/ddr3_FSM/ddr3_rd_en_counter[6:0],ddr3_top/ddr3_FSM/ddr3_rd_en_counter_full[6:0],ddr3_top/app_addr[28:0],ddr3_top/app_cmd_1[0:0],ddr3_top/app_cmd[2:1],ddr3_top/ddr3_FSM/rd_burst_addr_counter[20:0],ddr3_top/ddr3_FSM/rd_burst_data_counter_full[21:0],ddr3_top/ddr3_FSM/rd_burst_addr_counter_full[21:0],ddr3_top/ddr3_FSM/rd_burst_data_counter[20:0],ddr_dout_256bit_full[255:0],u_ila_0_app_en,ddr3_top/app_rd_data_valid,u_ila_0_app_rdy,ddr3_top/app_wdf_rdy,ddr3_top/app_wdf_wren,ddr_fifo_full_s_empty,ddr_fifo_s_empty,rd_burst_data_full_valid
148,148,0,0110,0,45,9777608,1,00,33312,1222176,1222201,33312,33f933d82bb82bb833b83c19443a2b772b773bf933d833d82b972b97447b445a,1,1,1,1,0,0,0,1
149,149,0,0110,0,46,9777616,1,00,33312,1222177,1222202,33312,2b9733b83c3a3c1933b83bf9443a33f923361b162b97445b4cbc3c3a3c3a445a,1,1,1,1,0,0,0,1
150,150,0,0110,0,47,9777624,1,00,33312,1222178,1222203,33312,23362357443a54dd3c1923362b984c7b3bf933d9441a445b54dd445b33b82b77,1,1,1,1,0,0,0,1
151,151,0,0110,0,48,9777632,1,00,33312,1222179,1222204,33312,443a54bc3c1933d833d93c1a3c19445a33f933d9443a33f9445a4c9b33d9445b,1,1,1,1,0,0,0,1
152,152,0,0110,0,49,9777640,1,00,33312,1222180,1222205,33312,54dd4c7b33b94c7b5cfe445b3bf94c7c4c9c3bf933b933b833d9443b33d92b98,1,1,1,1,0,0,0,1
153,153,0,0110,0,50,9777648,1,00,33312,1222181,1222206,33312,2b983bf93c1a443a445b443a3c1a3bfa441a33d92b983bf9549c5cfd445b2b57,1,1,1,1,0,0,0,1
154,154,0,0110,0,51,9777656,1,00,33312,1222182,1222207,33312,23372b98443a4c9c4c7b3bfa33d93c1a4c9c445b33d933d9445b4c7c3c1a2b98,1,1,1,1,0,0,0,1
155,155,0,0110,0,52,9777664,1,00,33312,1222183,1222208,33312,443a3c1a33d93c194c9c4c7b443a445b445b33d933b83bd93bb83bd94c3a445a,1,1,1,1,0,0,0,1
156,156,0,0110,0,53,9777672,1,00,33312,1222184,1222209,33312,54dc5d7e5d1d3c1933d84c9b4c5a5cbb4bf943772ad41a7222d3335533553bb7,1,1,1,1,0,0,0,1
157,157,0,0110,0,54,9777680,1,00,33312,1222185,1222210,33312,4c39445a447a5d5e75df5d1d54fd5d5e551d4cbc4c7b445a5cfb757c6cb842ef,1,1,1,1,0,0,0,1
158,158,0,0110,0,55,9777688,1,00,33312,1222186,1222211,33312,6b8f736e5a4a414638e641ab42705c175cdc4cdc445b4c5b4c1b4c3b445a447b,1,1,1,1,0,0,0,1
159,159,0,0110,0,56,9777696,1,00,33312,1222187,1222212,33312,339722f4339733d83bd9445a4c9c443a54bc5cfd443a3bf94c7b4cbb3c59447a,1,1,1,1,0,0,0,1
160,160,0,0110,0,57,9777704,1,00,33312,1222188,1222213,33312,445a2b973bf94c7b3c3a443a4cbc5d1e5cfd54dd4c7b3c1a443a445a445a445a,1,1,1,1,0,0,0,1
161,161,0,0110,0,58,9777712,1,00,33312,1222189,1222214,33312,3c19445b4c7b3bf933b9443a443b33b93bfa445b54bd4c9c445b4c9c54dc4c7b,1,1,1,1,0,0,0,1
162,162,0,0110,0,59,9777720,1,00,33312,1222190,1222215,33312,443b441b443b4c7c549c4c5b443b4c5b549c547c4c7c43fa443b4c3b3bd93bfa,1,1,1,1,0,0,0,1
163,163,0,0110,0,60,9777728,1,00,33312,1222191,1222216,33312,2bb83c3a445b3c1a3c3a4c7c4c7c445b443b54bc54bd54bd4c5b445b549c4c5b,1,1,1,1,0,0,0,1
164,164,0,0110,0,61,9777736,1,00,33312,1222192,1222217,33312,443b653e5cdc3bb6127112923c9a559e34ba453c44fb551c5d1c44194c1a5c5b,1,1,1,1,0,0,0,1
165,165,0,0110,0,62,9777744,1,00,33312,1222193,1222218,33312,53d784ba6b73398a41ca2948212821ab4312643854174b957c7a5ad4294d31af,1,1,1,1,0,0,0,1
166,166,0,0110,0,63,9777752,1,00,33312,1222194,1222219,33312,218c2a4f3b333b954c385cdc5cdd549c4c3b4c3b543b4c1b4c3b4c9c4c9c4cbd,1,1,1,1,0,0,0,1
167,167,0,0110,0,63,9777760,1,00,33312,1222195,1222220,33312,5cdd549c3c1a3bfa443b54bd5cdd5cdd4c7c4c7c4c7c5cdd4c7c441a4c7c5cdd,0,1,1,1,0,0,0,1
168,168,0,0110,0,63,9777760,1,00,33312,1222196,1222220,33312,5cbd5cde5cfe549c43fa3bfa4c7c5cde4c7c4c5b443b3bd9441a5cdd5d1e4c7c,0,1,1,1,0,0,0,1
169,169,0,0110,0,63,9777760,1,00,33312,1222197,1222220,33312,549c4c9b4c7b4c7b5cdd4c7b4c5b54bc5cfe4c7b443a4c5b33b83bd9443a54bc,0,1,1,1,0,0,0,1
170,170,0,0110,0,63,9777760,1,00,33312,1222198,1222220,33312,54dd5d1e5d1e5cde64fe5cde4c5c441a3bfa3bfa443b443b547c5cdd43fa547c,0,1,1,1,0,0,0,1
171,171,0,0110,0,63,9777760,1,00,33312,1222199,1222220,33312,54dd54bd5cdd43d93378547c759f4c7a2b563bb654185bf753b56c377cd95bd5,0,1,1,1,0,0,0,1
172,172,0,0110,0,63,9777760,1,00,33312,1222200,1222220,33312,2250439554595cbc4c5b33d9445a443a3bf9443a443b441a445b4c7b547b547a,0,1,1,1,0,0,0,1
173,173,0,0110,0,63,9777760,1,00,33312,1222201,1222220,33312,5cba54794bd63b5443543b3353545b942a2e220e2a914bb64b5553356bb57c15,0,1,1,1,0,0,0,1
174,174,0,0110,0,63,9777760,1,00,33312,1222202,1222220,33312,6311526e4a0c5a8e733062ae3969396949eb6ace62ad5a4c5a8d62ae6aef7371,0,1,1,1,0,0,0,1
175,175,0,0110,0,63,9777760,1,00,33312,1222203,1222220,33312,843383f26b0f7bb2a4b694346ace520c626d5a6d5a4c49ca29073128394849eb,0,1,1,1,0,0,0,1
176,176,0,0110,0,63,9777760,1,00,33312,1222204,1222220,33312,6aef62ae5a0c624d5a6d49ca314839a94a4b424b6bb07bf2522c7b0f728e51ca,0,1,1,1,0,0,0,1
177,177,0,0110,0,63,9777760,1,00,33312,1222205,1222220,33312,83b194538c328c32d69bd69b841283d1e69dc5b9730f8bb239082886624d51ca,0,1,1,1,0,0,0,1
178,178,0,0110,0,63,9777760,1,00,33312,1222206,1222220,33312,626d6aae392849aa41693969522c39695a6c522c20a641ca62ee6aef522c3169,0,1,1,1,0,0,0,1
179,179,0,0110,0,63,9777760,1,00,33312,1222207,1222220,33312,208531276aef730f522c522c5a6c5a6d522b730e62ac29043966acf39c717b2c,0,1,1,1,0,0,0,1
180,180,0,0110,0,63,9777760,1,00,33312,1222208,1222220,33312,a471bcf3938f726b61c9490640e651a951c951e95a6b628c836f7b0e7acd6a8c,0,1,1,1,0,0,0,1
181,181,0,0110,0,63,9777760,1,00,33312,1222209,1222220,33312,41884a0a522b396749a951c949a8498851e9414728a43905624a626b41874166,0,1,1,1,0,0,0,1
182,182,0,0110,0,63,9777760,1,00,33312,1222210,1222220,33312,5a49626a62697aeb8b6d7b0b622872aa8b6c8b6c7aea7288726872677a677a67,0,1,1,1,0,0,0,1
183,183,0,0110,0,63,9777760,1,00,33312,1222211,1222220,33312,7a0550e050a082459b097a0561a469c559c649653904310328c2312339635a46,0,1,1,1,0,0,0,1
184,184,0,0110,0,63,9777760,1,00,33312,1222212,1222220,33312,7b0a6a68518551c672aa728972ca832c4164390359e67aea6a897aea6a6838e1,0,1,1,1,0,0,0,1
185,185,0,0110,0,63,9777760,1,00,33312,1222213,1222220,33312,8b4b8b2b59e641434143622672a859e57b0aa40e938c9bad93ac830a62067aa9,0,1,1,1,0,0,0,1
186,186,0,0110,0,63,9777760,1,00,33312,1222214,1222220,33312,59e6180028a128a130e25a07412349843921390193ab8b4a69c482a79b6a7266,0,1,1,1,0,0,0,1
187,187,0,0110,0,63,9777760,1,00,33312,1222215,1222220,33312,410062046a048b09b40db42ea3acb42eabed6a0551845184410238e249a46a68,0,1,1,1,0,0,0,1
188,188,0,0110,0,63,9777760,1,00,33312,1222216,1222220,33312,72a98b6c93ad7aca410338e3410338e2390239225a057b096225516259847247,0,1,1,1,0,0,0,1
189,189,0,0110,0,63,9777760,1,00,33312,1222217,1222220,33312,930aabadbc2fd512dd73c48f9b6b59a4494351844964496361e682ea9bada3cd,0,1,1,1,0,0,0,1
190,190,0,0110,0,63,9777760,1,00,33312,1222218,1222220,33312,6a2738c249436a6872ea8b8c9c0f72ca41244965412439044986626a730c5a6a,0,1,1,1,0,0,0,1
191,191,0,0110,0,63,9777760,1,00,33312,1222219,1222220,33312,6aab8b8f8b8f72ed5a2a49c9416749a9392728c551ea730e6a8d6a8d72ce5a2b,0,1,1,1,0,0,0,1
192,192,0,0110,0,25,9777960,1,00,33312,1222220,1222245,33312,628c732e83707b4f6aad6a8c624b5a0b7b0e626c49a9520a5a0a626c624c5a0a,1,1,1,1,0,1,0,1
193,193,0,0110,0,26,9777968,1,00,33312,1222221,1222246,33312,72ed730e62ac6acd6aad62ac5a2b49c951ea520a39476aed6acd62ac8390628c,1,1,1,1,0,1,0,1
194,194,0,0110,0,27,9777976,1,00,33312,1222222,1222247,33312,49a849a872cd6a8c6aac72cd5a0a626b8b9093d16a8c6a8c72ac5a0972cc72cc,1,1,1,1,0,1,0,1
195,195,0,0110,0,28,9777984,1,00,33312,1222223,1222248,33312,62296a8a62495a497b2c730b49c651e793ef6a8a51c772aa93ae8b8e62494945,1,1,1,1,0,1,0,1
196,196,0,0110,0,29,9777992,1,00,33312,1222224,1222249,33312,5186412441455a0859e759c759e759c661e882ebb451bcb2a3cf8b4c9beebd13,1,1,1,1,0,1,0,1
197,197,0,0110,0,30,9778000,1,00,33312,1222225,1222250,33312,d5d6bd53acd2bd54de38e659ddd7d595c554bcf3ac70b4709bad7aaa6a89940f,1,1,1,1,0,1,0,1
198,198,0,0110,0,31,9778008,1,00,33312,1222226,1222251,33312,9c505a27518561e75164494372c9acb1cd94bd539c706aea41a549c77aec726a,1,1,1,1,0,0,0,1
199,199,0,0110,0,32,9778016,1,00,33312,1222227,1222252,33312,308359e8622962298b6e6a8a6aab7b0d5a09830d938f93af938f6aab41464186,1,1,1,1,0,0,0,1
200,200,0,0110,0,33,9778024,1,00,33312,1222228,1222253,33312,83ae7b8e5aca52aa630c6b2c8c10de59cd97834d6209414528a341656a8a8bae,1,1,1,1,0,0,0,1
201,201,0,0110,0,34,9778032,1,00,33312,1222229,1222254,33312,6aaa6a6993ce6228288130a241246248520772eb8bce93ef72aa59e762086a8a,1,1,1,1,0,0,0,1
202,202,0,0110,0,35,9778040,1,00,33312,1222230,1222255,33312,62495a0862298b4e934e69e951467a8bbcb3ee7acdb69c308bae94108bcf8baf,1,1,1,1,0,0,0,1
203,203,0,0110,0,36,9778048,1,00,33312,1222231,1222256,33312,bd15ee3ac4f5abf1c4d5726b38e54105516782ecb4b3c596ad13b5b5b575a4b2,1,1,1,1,0,0,0,1
204,204,0,0110,0,37,9778056,1,00,33312,1222232,1222257,33312,de59ddf89bf17aec72ec836e9430a4b2bd34cd96cdb6d5f7cdd6bd95b513c5b5,1,1,1,1,0,0,0,1
205,205,0,0110,0,38,9778064,1,00,33312,1222233,1222258,33312,9cb28befc51482cb38824123a40fa4509c0fac91b4d29c0f8b2c9befc5d6ad74,1,1,1,1,0,0,0,1
206,206,0,0110,0,39,9778072,1,00,33312,1222234,1222259,33312,a513ce18eedbfedbee5ad5d8cdd7bd969cd394929451b4f4d5d8ddb8936f5166,1,1,1,1,0,0,0,1
207,207,0,0110,0,40,9778080,1,00,33312,1222235,1222260,33312,49655a07830c82ca59857a48930b7227492459c659c6410361e68acaa34d9b4c,1,1,1,1,0,0,0,1
208,208,0,0110,0,41,9778088,1,00,33312,1222236,1222261,33312,8b2c9befbcf3bcf3bd13acb2a471a471b534c5b6d617cdd7cdb6de38d618cdb6,1,1,1,1,0,0,0,1
209,209,0,0110,0,42,9778096,1,00,33312,1222237,1222262,33312,c595c5b6cdb7d5f7de18d5d7c535ac929bf08b4e934e82ac724a724a6a09728a,1,1,1,1,0,0,0,1
210,210,0,0110,0,43,9778104,1,00,33312,1222238,1222263,33312,8b4d7b2d9c308bcf8b6ea4318b4e93afb4b3c535ac72936e8aed9b4e82cc7a8b,1,1,1,1,0,0,0,1
211,211,0,0110,0,44,9778112,1,00,33312,1222239,1222264,33312,620959c7830db4d3ac72cd96eebaee9ade38c575d5f8d618cdd7cdd7d618ce17,1,1,1,1,0,0,0,1
212,212,0,0110,0,45,9778120,1,00,33312,1222240,1222265,33312,bdd6bdb6ce18c5d78bd05a4a624a6a4a728b6a4a832dac72628a41c78c50ce18,1,1,1,1,0,0,0,1
213,213,0,0110,0,46,9778128,1,00,33312,1222241,1222266,33312,e679d5b7e5b8c4937a4a514651666a09726a51665146518651a75a087b4c8bcf,1,1,1,1,0,0,0,1
214,214,0,0110,0,47,9778136,1,00,33312,1222242,1222267,33312,8b8e93d0ac939c116a4a59e8622972cb834d834c72eb7b2c8bae93ce93ceb4f2,1,1,1,1,0,0,0,1
215,215,0,0110,0,48,9778144,1,00,33312,1222243,1222268,33312,bd33acd2bd13b4b26228390359e672ca51c64123412349a551e651e551a54964,1,1,1,1,0,0,0,1
216,216,0,0110,0,49,9778152,1,00,33312,1222244,1222269,33312,5a06520651c562478bad9c0e9bcdac4f9b8d82ea7aa87a88724761e559c64943,1,1,1,1,0,0,0,1
217,217,0,0110,0,50,9778160,1,00,33312,1222245,1222270,33312,4143730a72c951c5390241436a8859e630a1412351c651c651a551c649656227,1,1,1,1,0,0,0,1
218,218,0,0110,0,51,9778168,1,00,33312,1222246,1222271,33312,7b0b59e7412449a55a2759e651a57289726862076a0762074965518562486268,1,1,1,1,0,0,0,1
219,219,0,0110,0,52,9778176,1,00,33312,1222247,1222272,33312,30e272ea8bcd5a47832a9bed938c7ac982c9830a8b2b8b4b7288938ca44e72a8,1,1,1,1,0,0,0,1
220,220,0,0110,0,53,9778184,1,00,33312,1222248,1222273,33312,938d8b6c49646a2782e97ae9936b8b4a6a2551837288a3ee93ad59c641234144,1,1,1,1,0,0,0,1
221,221,0,0110,0,54,9778192,1,00,33312,1222249,1222274,33312,4984498451c5498449a451c5392262467b0a7b0a72a951a43080308059c57ac9,1,1,1,1,0,0,0,1
222,222,0,0110,0,55,9778200,1,00,33312,1222250,1222275,33312,728851a472689bad82a98b0a8b0a8aea8b2b9b8d936c8b4c9beed595ee38c533,1,1,1,1,0,0,0,1
223,223,0,0110,0,56,9778208,1,00,33312,1222251,1222276,33312,bd12c574d554ccd28aca59c67b2bde78de37b4d29bcfa3efa491b554ce17ce17,1,1,1,1,0,0,0,1
224,224,0,0110,0,57,9778216,1,00,33312,1222252,1222277,33312,c595bd55d618d6187b4d1000100028c328a249c7acd272eb1000100028e31861,0,1,0,1,0,0,0,1
225,225,0,0110,0,57,9778216,1,00,33312,1222253,1222277,33312,31659c92bd7694117b2ebd36cdb8acf56b4e84319433a49494537b4f6a4c6a6c,0,1,0,1,0,0,0,1
226,226,0,0110,0,57,9778216,1,00,33312,1222254,1222277,33312,6a6c620a72ed8bd083af9451c5b7de7af71cef1cef3cdeba94719451cdb7de39,0,1,0,1,0,0,0,1
227,227,0,0110,0,57,9778216,1,00,33312,1222255,1222277,33312,de3ac576a4937b2d5a2a622a5a0a624b6a8c620a622b72ad72ad5a0b51ca5a2b,0,1,0,1,0,0,0,1
228,228,0,0110,0,57,9778216,1,00,33312,1222256,1222277,33312,624b51e949a8418749c85a295a6a5a6a6aab72ec51e941874147390638c54147,0,1,0,1,0,0,0,1
229,229,0,0110,0,57,9778216,1,00,33312,1222257,1222277,33312,51ea626b72ed626c5a0a51e951e96aac7b0e59e951e9836fc557eedcde3acdb7,1,1,1,1,0,0,0,1
230,230,0,0110,0,58,9778224,1,00,33312,1222258,1222278,33312,f71ccdf7a4728b8e7b2d7b0c728a51a74104412551c7730c9430de99f77cd638,0,1,0,1,0,0,0,1
231,231,0,0110,0,58,9778224,1,00,33312,1222259,1222278,33312,e679de39acd38bcf93f09c519c30d5f8eedbffdff73c6b0c41e75249394530e4,0,1,0,1,0,0,0,1
232,232,0,0110,0,58,9778224,1,00,33312,1222260,1222278,33312,834eac929c11cd96e659cdb7de18eedbeebade78de78d637d638e699e69ade79,0,1,0,1,0,0,0,1
233,233,0,0110,0,58,9778224,1,00,33312,1222261,1222278,33312,d638cdf8d638cdf7cdd7bd54cdf6de58e6b9ef1bcdf7acf3a492acf3bd96d658,0,1,0,1,0,0,0,1
234,234,0,0110,0,58,9778224,1,00,33312,1222262,1222278,33312,de99d638cdf7cdf7cdd6d618de58d638c5b6c5b6ce17ce17c595b554c5b6cdf7,0,1,0,1,0,0,0,1
235,235,0,0110,0,58,9778224,1,00,33312,1222263,1222278,33312,de58cdd6c595c555bd34b4f3b513cdd7d617c596cd96cd76d5f7de59d617ce17,1,1,1,1,0,0,0,1
236,236,0,0110,0,59,9778232,1,00,33312,1222264,1222279,33312,cdf7c5d6cdd6c5b6c575cdb6de58cdd6c5b5e6b9bd75bd95c5b68bce7aec6a69,1,1,1,1,0,0,0,1
237,237,0,0110,0,60,9778240,1,00,33312,1222265,1222280,33312,412451c65207732cacb2bcd39bf0838ead34b5b6d679f71dddd882ed40e55187,1,1,1,1,0,0,0,1
238,238,0,0110,0,61,9778248,1,00,33312,1222266,1222281,33312,62297b0c8b4e7aec62296208728a6a6a624972cb836e8baf93af93cf938e832d,1,1,1,1,0,0,0,1
239,239,0,0110,0,62,9778256,1,00,33312,1222267,1222282,33312,72aa832d9bf08b6d8b6d9bcf93af8b4d6a4a72ab93af8baf7b0c6aab49c74145,1,1,1,1,0,0,0,1
240,240,0,0110,0,63,9778264,1,00,33312,1222268,1222283,33312,59e8622a7b6e83cf6b0c5a09518761e96a29622939655a8aad14de59f67acd56,1,1,1,1,0,0,0,1
241,241,0,0110,0,63,9778272,1,00,33312,1222269,1222284,33312,a452bd55b555ad55d659eefccdd7a452938f832d728a6a69834da4308b6d59e7,0,1,1,1,0,0,0,1
242,242,0,0110,0,63,9778272,1,00,33312,1222270,1222284,33312,51e7628a6aaa72cb8b6e7acc6a2982cba3cfc4f3e638ee99eefae6fad699d699,0,1,1,1,0,0,0,1
243,243,0,0110,0,63,9778272,1,00,33312,1222271,1222284,33312,d658bd95c5b6d658d638d637d638cdf7c5b6d638de58de58cdd6cdb6de58eeb9,0,1,1,1,0,0,0,1
244,244,0,0110,0,63,9778272,1,00,33312,1222272,1222284,33312,cdb5bd13bcf2c554b4b18b6c938c9beebcf1e616ddd4cd52d553ccd1930a82a9,0,1,1,1,0,0,0,1
245,245,0,0110,0,63,9778272,1,00,33312,1222273,1222284,33312,cd32ddb4dd94dd53bc70c4b1bc4fabcd8ae96a268b2acd73f6b8ee98d5d5cdb5,0,1,1,1,0,0,0,1
246,246,0,0110,0,63,9778272,1,00,33312,1222274,1222284,33312,de58de58e699f73bf73cff5cde58b4f3b4f3c555c555c554e658ff7deeb9c5b5,0,1,1,1,0,0,0,1
247,247,0,0110,0,63,9778272,1,00,33312,1222275,1222284,33312,ad13b575e6daeefbe699acb27aeb49657acbbcf393ae830b72c972c959e63922,0,1,1,1,0,0,0,1
248,248,0,0110,0,63,9778272,1,00,33312,1222276,1222284,33312,51e6a4b1de58f71beefade58d617cdb6cd759bef832b830b7aca59c66a48ac70,0,1,1,1,0,0,0,1
249,249,0,0110,0,63,9778272,1,00,33312,1222277,1222284,33312,d595ee18bcb282eb9b8ebc71edd6f6177a685963514340c18b2be5d6febaee37,0,1,1,1,0,0,0,1
250,250,0,0110,0,63,9778272,1,00,33312,1222278,1222284,33312,bcd18b4b938ca40e82ea59c56a47bcd1de16de16e657bd12cd54d595a3ee7aca,0,1,1,1,0,0,0,1
251,251,0,0110,0,63,9778272,1,00,33312,1222279,1222284,33312,7aa98b4bcd53ee57ac2f6a076a27726861c659a5516462067aa96a4882ea82ca,0,1,1,1,0,0,0,1
252,252,0,0110,0,63,9778272,1,00,33312,1222280,1222284,33312,59c6620759c66a28728959c672ca7b0b6aca836cbd95eefaff5cff7cffbdf71b,0,1,1,1,0,0,0,1
253,253,0,0110,0,63,9778272,1,00,33312,1222281,1222284,33312,cdb5e699f6fbde38ac71b4d2c575cd96de59e69ab514628a416572eb8bae628a,0,1,1,1,0,0,0,1
254,254,0,0110,0,63,9778272,1,00,33312,1222282,1222284,33312,ad14e6dbeefbeedba47272ec730c5a28628a836d8bcf8bcf94119c316aab626b,0,1,1,1,0,0,0,1
255,255,0,0110,0,63,9778272,1,00,33312,1222283,1222284,33312,6a6b498851c9520a4a09398741e84a2941e84a295a2951876a099bb06a8b3925,0,1,1,1,0,0,0,1
256,256,0,0110,0,25,9778472,1,00,33504,1222284,1222309,33504,51e89c31d659e6dbcdf7c5d6ce17de78cdf79c30b4d3ee9ad5f77b2c41865a4a,1,1,1,1,0,1,0,1
257,257,0,0110,0,26,9778480,1,00,33504,1222285,1222310,33504,93d072ed628b83cf7b6e41c73946734d6b2d94519410520828c351c7730c6269,1,1,1,1,0,1,0,1
258,258,0,0110,0,27,9778488,1,00,33504,1222286,1222311,33504,7b2c8bce93cf834c6228624893ce8bad51e65a2793eeb4f1b4d09c0d83496a45,1,1,1,1,0,1,0,1
259,259,0,0110,0,28,9778496,1,00,33504,1222287,1222312,33504,59e2624449c2398039605a22836772a4416051e26aa65223414062845a034161,1,1,1,1,0,1,0,1
260,260,0,0110,0,29,9778504,1,00,33504,1222288,1222313,33504,51e45a0551c449a35a2452034180498051c059e159e16a8383267ae562436243,1,1,1,1,0,1,0,1
261,261,0,0110,0,30,9778512,1,00,33504,1222289,1222314,33504,72a47ae48b268b46830572626a21934682c48b2593478b067a8482c58b4782c6,1,1,1,1,0,1,0,1
262,262,0,0110,0,31,9778520,1,00,33504,1222290,1222315,33504,82a78b2982e8a3cccd32cd53ac90acb1b533c574cdf6bd95cdb6cdd6cdb6acd2,1,1,1,1,0,0,0,1
263,263,0,0110,0,32,9778528,1,00,33504,1222291,1222316,33504,8bce6aeb52698c50bdb6c5d7de589c5141654986392449c6730b9c2fac708b8d,1,1,1,1,0,0,0,1
264,264,0,0110,0,33,9778536,1,00,33504,1222292,1222317,33504,72aa72eb834d7b2c72ab7aec730d6a8b5a2a5a2a51e951e97b0d7b0d51c84987,1,1,1,1,0,0,0,1
265,265,0,0110,0,34,9778544,1,00,33504,1222293,1222318,33504,93afac9293cf938ea4518bae72cc6aab9c32d5d8c59793f16acc5a6a394549a7,1,1,1,1,0,0,0,1
266,266,0,0110,0,35,9778552,1,00,33504,1222294,1222319,33504,49a749a76a8a7aec72cc72ab8b8fac93a432498728838bd0e69bc5975a495249,1,1,1,1,0,0,0,1
267,267,0,0110,0,36,9778560,1,00,33504,1222295,1222320,33504,732d3124394549a651e76a69938ea3ef726940e359c68b2c830b832c832b6227,1,1,1,1,0,0,0,1
268,268,0,0110,0,37,9778568,1,00,33504,1222296,1222321,33504,414472899c0f8bad5a4849a551e651e662077aea938c9bcca44e9c2c72e75a24,1,1,1,1,0,0,0,1
269,269,0,0110,0,38,9778576,1,00,33504,1222297,1222322,33504,624572e77b0862455a2551c351c351e362865a2451c24181392039606aa58388,1,1,1,1,0,0,0,1
270,270,0,0110,0,39,9778584,1,00,33504,1222298,1222323,33504,6283416039205a027b278b887b4772e66aa5624362646a8559e3414141214982,1,1,1,1,0,0,0,1
271,271,0,0110,0,40,9778592,1,00,33504,1222299,1222324,33504,51c251c2414039204181396128e020c0312041c25a6462a541a1416049a149c1,1,1,1,1,0,0,0,1
272,272,0,0110,0,41,9778600,1,00,33504,1222300,1222325,33504,49a16aa46ac4626372a47ae67aa5726482c67aa672867b08ac8fcdb3cdd4d616,1,1,1,1,0,0,0,1
273,273,0,0110,0,42,9778608,1,00,33504,1222301,1222326,33504,d5f6cdd5c595bd74c5b5cdf7ce17cdd6c5d6de58d617d617d658c5f6ad33b574,1,1,1,1,0,0,0,1
274,274,0,0110,0,43,9778616,1,00,33504,1222302,1222327,33504,cdf6de36a42f5a2652246ac77b288348834872e75a446a868b49a3ec832959e4,1,1,1,1,0,0,0,1
275,275,0,0110,0,44,9778624,1,00,33504,1222303,1222328,33504,30c0390049615a0372a59bea93c972c562637b059c0ab4acbceda46b93a872e5,1,1,1,1,0,0,0,1
276,276,0,0110,0,45,9778632,1,00,33504,1222304,1222329,33504,51c1418041a051e251e241a049c1628472c57b067b066aa462845a4351c251c2,1,1,1,1,0,0,0,1
277,277,0,0110,0,46,9778640,1,00,33504,1222305,1222330,33504,6a847b0683478b8893e9a46b8ba8730572e573067b486ae66ac66ae75a655204,1,1,1,1,0,0,0,1
278,278,0,0110,0,47,9778648,1,00,33504,1222306,1222331,33504,5a456aa672e7626662657b298bcb8bcb524439413100418151c249a251e36a64,1,1,1,1,0,0,0,1
279,279,0,0110,0,48,9778656,1,00,33504,1222307,1222332,33504,6223622372c5834772c56a436a646a84832793aa93eb9c0ca46fa46f93ee8bae,1,1,1,1,0,0,0,1
280,280,0,0110,0,49,9778664,1,00,33504,1222308,1222333,33504,836d72eb6acb6acb6aab93cf9c116a6a28a3288351e96a8c7b0f8bb183505a6c,1,1,1,1,0,0,0,1
281,281,0,0110,0,50,9778672,1,00,33504,1222309,1222334,33504,41c93147314728c449c88bb0bd15ddd8ee5addb7936e59c841255a08834d8baf,1,1,1,1,0,0,0,1
282,282,0,0110,0,51,9778680,1,00,33504,1222310,1222335,33504,6a8b51c95a0a6aac626b5a6b6aed7b4e8bb09c32a452a472a4526aab520972ec,1,1,1,1,0,0,0,1
283,283,0,0110,0,52,9778688,1,00,33504,1222311,1222336,33504,8bd08b8f834f834e72cc7b0d93f193d0626b6aac72ed72ed72ed624b51c9626b,1,1,1,1,0,0,0,1
284,284,0,0110,0,53,9778696,1,00,33504,1222312,1222337,33504,838f8bf0838e730c626a6a8a6a8951e75a275a2762486aa96268624772a96227,1,1,1,1,0,0,0,1
285,285,0,0110,0,54,9778704,1,00,33504,1222313,1222338,33504,59e65a2759e6498451a551e651c651a54143496451c56a685a0651a46a88832b,1,1,1,1,0,0,0,1
286,286,0,0110,0,55,9778712,1,00,33504,1222314,1222339,33504,7b0a7b2b624849a5498559e7624872eb834c51e7418541656289b513f71ceedb,1,1,1,1,0,0,0,1
287,287,0,0110,0,56,9778720,1,00,33504,1222315,1222340,33504,eedbcdd8acb4a493cdd8de5aac93416730e5418772cc838e730c5a496aaa8bae,1,1,1,1,0,0,0,1
288,288,0,0110,0,57,9778728,1,00,33504,1222316,1222341,33504,8b8c8b4ba3edac2d9bab8b4a8b6a7ae8936a9b8b6a05412151c483499beca40c,1,1,1,1,0,0,0,1
289,289,0,0110,0,58,9778736,1,00,33504,1222317,1222342,33504,8b6a6a256a059b8ba3cc934a9bac8b8b8b6a93cb938a83297aa76a6559c351a2,1,1,1,1,0,0,0,1
290,290,0,0110,0,59,9778744,1,00,33504,1222318,1222343,33504,51e252026aa483678b6683458b659ba6a3e7a3e88b267aa58b4793a9c52eeeb5,1,1,1,1,0,0,0,1
291,291,0,0110,0,60,9778752,1,00,33504,1222319,1222344,33504,e675de76e6b7ce159c8fa4f1bdd5b573cdf5c5f5bdb4ad119c6fb533ce17bd95,1,1,1,1,0,0,0,1
