Sample in Buffer,Sample in Window,TRIGGER,ddr3_top/ddr3_FSM/current_state[3:0],ddr3_top/ddr3_FSM/ddr3_rd_en_counter[6:0],ddr3_top/ddr3_FSM/ddr3_rd_en_counter_full[6:0],ddr3_top/app_addr[28:0],ddr3_top/app_cmd_1[0:0],ddr3_top/app_cmd[2:1],ddr3_top/ddr3_FSM/rd_burst_addr_counter[20:0],ddr3_top/ddr3_FSM/rd_burst_data_counter_full[21:0],ddr3_top/ddr3_FSM/rd_burst_addr_counter_full[21:0],ddr3_top/ddr3_FSM/rd_burst_data_counter[20:0],ddr_dout_256bit_full[255:0],u_ila_0_app_en,ddr3_top/app_rd_data_valid,u_ila_0_app_rdy,ddr3_top/app_wdf_rdy,ddr3_top/app_wdf_wren,ddr_fifo_full_s_empty,ddr_fifo_s_empty,rd_burst_data_full_valid
10757,10757,0,0110,0,30,9862480,1,00,51616,1232785,1232810,51616,49a15a0351e349a2418139203120418039203940418062637b0683268b678b68,1,1,1,1,0,1,0,1
10758,10758,0,0110,0,31,9862488,1,00,51616,1232786,1232811,51616,72c66a458308938a9bab936b936b9bcd9bed8b4b8b2a936b938c8b4b834b51e5,1,1,1,1,0,0,0,1
10759,10759,0,0110,0,32,9862496,1,00,51616,1232787,1232812,51616,5a26a44fbcf2c533bd12de16eedaff1be6178b4c494449437267b44fc4d0c4b0,1,1,1,1,0,0,0,1
10760,10760,0,0110,0,33,9862504,1,00,51616,1232788,1232813,51616,c4d1abed82c97ac99bedac70cd74d5f6bd33bd33cdb5e679e679d617d617d637,1,1,1,1,0,0,0,1
10761,10761,0,0110,0,34,9862512,1,00,51616,1232789,1232814,51616,e6d9e6d9de99e6b9e699eedae679d638ce38d679e71bef7de6fbf75cff3cf6db,1,1,1,1,0,0,0,1
10762,10762,0,0110,0,35,9862520,1,00,51616,1232790,1232815,51616,de38d638f6daff3bff5cf6daac916aa9940ff6fbff5cf6fade37cdb5e638eeb9,1,1,1,1,0,0,0,1
10763,10763,0,0110,0,36,9862528,1,00,51616,1232791,1232816,51616,de16cd94b4b1a42e9bcdac4fac4ea42da42d9c0c8328498239206a868b897ae7,1,1,1,1,0,0,0,1
10764,10764,0,0110,0,37,9862536,1,00,51616,1232792,1232817,51616,5a045a2451e330e028a0416249a3392130e128a0208028a028e12901314239a3,1,1,1,1,0,0,0,1
10765,10765,0,0110,0,38,9862544,1,00,51616,1232793,1232818,51616,3162522562a66aa672c672c65a0330e028a03101310128e128c120a028c03101,1,1,1,1,0,0,0,1
10766,10766,0,0110,0,39,9862552,1,00,51616,1232794,1232819,51616,3942394228c041826285624562656ac77308838973277b687b886b0631403120,1,1,1,1,0,0,0,1
10767,10767,0,0110,0,40,9862560,1,00,51616,1232795,1232820,51616,62627b0572e56263624262635a235a23416041613941310028c020c020c020c0,1,1,1,1,0,0,0,1
10768,10768,0,0110,0,41,9862568,1,00,51616,1232796,1232821,51616,20a020c02080310149e5418330e1394262878bac940e836b51e6208031026268,1,1,1,1,0,0,0,1
10769,10769,0,0110,0,42,9862576,1,00,51616,1232797,1232822,51616,730a6ac97b2b62687b2ba470a4708b8d8b6da42f9c0e6a88830ba42f938c938c,1,1,1,1,0,0,0,1
10770,10770,0,0110,0,43,9862584,1,00,51616,1232798,1232823,51616,834b6a67832a938b8b6a7ae893aa7b0749813920520272e5730672e46ac47305,1,1,1,1,0,0,0,1
10771,10771,0,0110,0,44,9862592,1,00,51616,1232799,1232824,51616,72c651e251c16a846263622251a059e17b057ac472a37ae38b659be78ba57b03,1,1,1,1,0,0,0,1
10772,10772,0,0110,0,45,9862600,1,00,51616,1232800,1232825,51616,5a208b86a4699be78b859385938593a59bc69bc793c77ac472c472a45a235a23,1,1,1,1,0,0,0,1
10773,10773,0,0110,0,46,9862608,1,00,51616,1232801,1232826,51616,312028c0310031213121208028a031014142416351e541a3416349e551e549e5,1,1,1,1,0,0,0,1
10774,10774,0,0110,0,47,9862616,1,00,51616,1232802,1232827,51616,5a2549a351e43962416252055a26834a8bac8b6b834b832a7b2a7b0a6ac86287,1,1,1,1,0,0,0,1
10775,10775,0,0110,0,48,9862624,1,00,51616,1232803,1232828,51616,5206310230e1392249c5522649c55226732a83ac838d836c6aaa72eb6aaa6269,1,1,1,1,0,0,0,1
10776,10776,0,0110,0,49,9862632,1,00,51616,1232804,1232829,51616,5a4a5a6b72ed732d522831246aebd618eedbe679acd24185080008004a07a4d2,1,1,1,1,0,0,0,1
10777,10777,0,0110,0,50,9862640,1,00,51616,1232805,1232830,51616,c5b6c596c5b6bd75cdb6de59e69aeedbe6bad5f7c575cdd6e679de38c575cd95,1,1,1,1,0,0,0,1
10778,10778,0,0110,0,51,9862648,1,00,51616,1232806,1232831,51616,c595d5f7d5f7d5f7d5d6ddf7d5b6ddb6c513934c8b4c9bce938c9bce8b6c7aea,1,1,1,1,0,0,0,1
10779,10779,0,0110,0,52,9862656,1,00,51616,1232807,1232832,51616,7aea7aea6a477288936b726762467ae972c8830a7ae97ac9728872686a0761c6,1,1,1,1,0,0,0,1
10780,10780,0,0110,0,53,9862664,1,00,51616,1232808,1232833,51616,308051a59bcdc512cd33bcd1bcf1b4909bee7ac96a6772a86a27516438a04922,1,1,1,1,0,0,0,1
10781,10781,0,0110,0,54,9862672,1,00,51616,1232809,1232834,51616,4902514372677a8861e559c459c459e55a055a05624651c451a4624651c351c3,1,1,1,1,0,0,0,1
10782,10782,0,0110,0,55,9862680,1,00,51616,1232810,1232835,51616,51c44142414230a030c151e56ac96aa952064984414341436a67a42dac6e8b49,1,1,1,1,0,0,0,1
10783,10783,0,0110,0,56,9862688,1,00,51616,1232811,1232836,51616,5a0383278327728572a5726459c1516061e182e67ac559605140598151615961,1,1,1,1,0,0,0,1
10784,10784,0,0110,0,57,9862696,1,00,51616,1232812,1232837,51616,7a859b899b489b499b8a7a87412141426a877b2972c76a6572867ac8620538c1,1,1,1,1,0,0,0,1
10785,10785,0,0110,0,58,9862704,1,00,51616,1232813,1232838,51616,30e15a4672e97b096a665a2572c872c8622551a34982496251a26a448b688327,1,1,1,1,0,0,0,1
10786,10786,0,0110,0,59,9862712,1,00,51616,1232814,1232839,51616,6a426a628b46a429b4acb48c8b4762234981416052027b27940a9c0a72e54140,1,1,1,1,0,0,0,1
10787,10787,0,0110,0,60,9862720,1,00,51616,1232815,1232840,51616,498062635a025a017ac493678b258b259ba6938693658b448b2493669b879bc7,1,1,1,1,0,0,0,1
10788,10788,0,0110,0,61,9862728,1,00,51616,1232816,1232841,51616,9be7ac49a42883257b0583466aa462436aa583688b8a72c76a6672a76a865a04,1,1,1,1,0,0,0,1
10789,10789,0,0110,0,62,9862736,1,00,51616,1232817,1232842,51616,59e372a572c672a6626572c67b278bc983a97b477b6772e572c48b879c09a42a,1,1,1,1,0,0,0,1
10790,10790,0,0110,0,63,9862744,1,00,51616,1232818,1232843,51616,93a893888ba9836873076ac66aa66ac76ac7520441c26ae78bca73277ae772c6,1,1,1,1,0,0,0,1
10791,10791,0,0110,0,63,9862752,1,00,51616,1232819,1232844,51616,5a245a4573088369628572c683687b077b067b077b2772e66a85628662655a04,0,1,1,1,0,0,0,1
10792,10792,0,0110,0,63,9862752,1,00,51616,1232820,1232844,51616,5a037b078b6883497b287b2872e76aa66ac783497b0862656aa67b277b0772c6,0,1,1,1,0,0,0,1
10793,10793,0,0110,0,63,9862752,1,00,51616,1232821,1232844,51616,5a245a046a86622551e383299bec8b6a7287938b8b6a622562058b6a9bac936b,0,1,1,1,0,0,0,1
10794,10794,0,0110,0,63,9862752,1,00,51616,1232822,1232844,51616,938b72a851a35a057ac8832972c76a8682e8a3ecbc4ea3ab7a67514240c04921,0,1,1,1,0,0,0,1
10795,10795,0,0110,0,63,9862752,1,00,51616,1232823,1232844,51616,61e4622562257ac8938b6a46306038c0492272667ac77ac79baab48da42b7ae6,0,1,1,1,0,0,0,1
10796,10796,0,0110,0,63,9862752,1,00,51616,1232824,1232844,51616,7ae69c09ac4aa40993a88b467ae4938783257b05834651a0496072a572c66244,0,1,1,1,0,0,0,1
10797,10797,0,0110,0,63,9862752,1,00,51616,1232825,1232844,51616,49c349a228c030e039403920394041614181394083898bca628473278bea6ae6,0,1,1,1,0,0,0,1
10798,10798,0,0110,0,63,9862752,1,00,51616,1232826,1232844,51616,41a2520441a339834a05396352066ae962a8732a62a741c45a665a865a865a86,0,1,1,1,0,0,0,1
10799,10799,0,0110,0,63,9862752,1,00,51616,1232827,1232844,51616,62c762a652455a657329734962a75a6649c449e441625205522549a441835225,0,1,1,1,0,0,0,1
10800,10800,0,0110,0,63,9862752,1,00,51616,1232828,1232844,51616,418349e47b4a73295a6552047b6a62864182522573087b496ac8520473296b08,0,1,1,1,0,0,0,1
10801,10801,0,0110,0,63,9862752,1,00,51616,1232829,1232844,51616,52045a8583ca83aa5a4441a16ac673286ae75a86520462c773296b085a865a86,0,1,1,1,0,0,0,1
10802,10802,0,0110,0,63,9862752,1,00,51616,1232830,1232844,51616,62a77329628752056ac762665a2573099c4e730949c47b4a7329732952462901,0,1,1,1,0,0,0,1
10803,10803,0,0110,0,63,9862752,1,00,51616,1232831,1232844,51616,7b6a9c8f734949c45a4573087b6a83ab49e439417b4a7b4a73097b4a8bec7308,0,1,1,1,0,0,0,1
10804,10804,0,0110,0,63,9862752,1,00,51616,1232832,1232844,51616,62c77b8a7b8a7b8a734a73295a467b6b730931226ac8732952055a669c2d7b29,0,1,1,1,0,0,0,1
10805,10805,0,0110,0,63,9862752,1,00,51616,1232833,1232844,51616,62877b6a7329520541a36ac873096a8751e539226a679bed93cd6a87416351c4,0,1,1,1,0,0,0,1
10806,10806,0,0110,0,63,9862752,1,00,51616,1232834,1232844,51616,832a624659e562267b098bcc7b2a41635a477b4b838c6aa862478b6b9c0d7b09,0,1,1,1,0,0,0,1
10807,10807,0,0110,0,63,9862752,1,00,51616,1232835,1232844,51616,7b4a5a2641028aa88a469a86dc4bdc2adc29ec8aecaaf4ebdc09d3a8fcedc325,0,1,1,1,0,0,0,1
10808,10808,0,0110,0,63,9862752,1,00,51616,1232836,1232844,51616,aa62d3a7d3a7cb66d387d387dbe8dbe8e44ae429dc09d3a8d3a7f4cce409d387,0,1,1,1,0,0,0,1
10809,10809,0,0110,0,63,9862752,1,00,51616,1232837,1232844,51616,dc09dc2afd4ee4abab05cc0ad46bdc8be4edc3c8cc2ad46bbba9e4eec40aa306,0,1,1,1,0,0,0,1
10810,10810,0,0110,0,63,9862752,1,00,51616,1232838,1232844,51616,c42bdcced4ceab8a7a24720482868ac6bc4cd48cdcace4edbbc8ab47aba9a389,0,1,1,1,0,0,0,1
10811,10811,0,0110,0,63,9862752,1,00,51616,1232839,1232844,51616,bc0bbc2ba348b3cacc6dcc8dabaaa3498a8671a271a2e4eef590cc2bdc8cc40b,0,1,1,1,0,0,0,1
10812,10812,0,0110,0,63,9862752,1,00,51616,1232840,1232844,51616,ab69b3cbb3cbc46dc42db3cbb3cbbc0bb3ebc42cab8a9b289b08abaac46de591,0,1,1,1,0,0,0,1
10813,10813,0,0110,0,63,9862752,1,00,51616,1232841,1232844,51616,dd108265512061a28ac7dd30cc8ea36892e672248ac6bc0cb3abbc0c92e869a3,0,1,1,1,0,0,0,1
10814,10814,0,0110,0,63,9862752,1,00,51616,1232842,1232844,51616,8ac772247a669b6a726661e382c79baabc6dbc4d9b6a9b49512151418b08ac0c,0,1,1,1,0,0,0,1
10815,10815,0,0110,0,63,9862752,1,00,51616,1232843,1232844,51616,abec8b08598349224963516359a4518461e5830a8b2a72676a476a6759e54142,0,1,1,1,0,0,0,1
10816,10816,0,0110,0,25,9862952,1,00,51744,1232844,1232869,51744,59e56a8751a3414151c372a672866a456a0493699b8a7a66596269e47a668ae8,1,1,1,1,0,1,0,1
10817,10817,0,0110,0,26,9862960,1,00,51744,1232845,1232870,51744,8ae78b089baa9bcb7ac759e451c36225624551a2390051a16a856a845a036223,1,1,1,1,0,1,0,1
10818,10818,0,0110,0,27,9862968,1,00,51744,1232846,1232871,51744,72847283728472a48b479388728451a051a05a0162625a2149c05a426aa45a23,1,1,1,1,0,1,0,1
10819,10819,0,0110,0,28,9862976,1,00,51744,1232847,1232872,51744,394030e0416262665a65396128c028c028e0186020a028e029003141524562c7,1,1,1,1,0,1,0,1
10820,10820,0,0110,0,29,9862984,1,00,51744,1232848,1232873,51744,522449e35224522441a2626572e673057b458ba68ba68ba672c4520152228367,1,1,1,1,0,1,0,1
10821,10821,0,0110,0,30,9862992,1,00,51744,1232849,1232874,51744,8367626372e593e9836783677b47628449c1418049c2626473067b266aa45a43,1,1,1,1,0,1,0,1
10822,10822,0,0110,0,31,9863000,1,00,51744,1232850,1232875,51744,6aa48ba98b885a23416062448b8883676ac46aa36ae451e131003920310030e0,1,1,1,1,0,0,0,1
10823,10823,0,0110,0,32,9863008,1,00,51744,1232851,1232876,51744,4162394039805221732573654a216b056ae528e0312052026284522249c04180,1,1,1,1,0,0,0,1
10824,10824,0,0110,0,33,9863016,1,00,51744,1232852,1232877,51744,39403960310049a151e16263626351c051c07b047b245a2049c04980624272e4,1,1,1,1,0,0,0,1
10825,10825,0,0110,0,34,9863024,1,00,51744,1232853,1232878,51744,72829366ac089b868ac38ae4a387abc8aba7b3a7cc07ecebed2cdcaa9b257a43,1,1,1,1,0,0,0,1
10826,10826,0,0110,0,35,9863032,1,00,51744,1232854,1232879,51744,8b4872a64141520362445a236284520273067b2652016aa473066aa45a2272e5,1,1,1,1,0,0,0,1
10827,10827,0,0110,0,36,9863040,1,00,51744,1232855,1232880,51744,6a844140416051e3498128a05a026aa56aa45a0251c1392051c17b057b0459e1,1,1,1,1,0,0,0,1
10828,10828,0,0110,0,37,9863048,1,00,51744,1232856,1232881,51744,41204100d52dd52c518051c25a0461e462037a848b26ac0ab42ba3a97a6559c2,1,1,1,1,0,0,0,1
10829,10829,0,0110,0,38,9863056,1,00,51744,1232857,1232882,51744,49a141a1418149c249c2392039406284418131003120310031003940416049c1,1,1,1,1,0,0,0,1
10830,10830,0,0110,0,39,9863064,1,00,51744,1232858,1232883,51744,49e141c141c149e1416049805a21624293c8a42972a4498049a072e483857303,1,1,1,1,0,0,0,1
10831,10831,0,0110,0,40,9863072,1,00,51744,1232859,1232884,51744,72e38b668345832572c451a1498051a172a493e86a826a8283666a6359e251a1,1,1,1,1,0,0,0,1
10832,10832,0,0110,0,41,9863080,1,00,51744,1232860,1232885,51744,59e151c172c48b87a429a4097ac36201620172417aa293249b667a217221a386,1,1,1,1,0,0,0,1
10833,10833,0,0110,0,42,9863088,1,00,51744,1232861,1232886,51744,9b259b45a387a3668ac4a3a7abc88ae5ccedbc4a8ae5b42ab40aabc9b3eacccd,1,1,1,1,0,0,0,1
10834,10834,0,0110,0,43,9863096,1,00,51744,1232862,1232887,51744,b3eaabc9d4eedceeb3c99b079b06c42bc42bbba9bbcac40bbbaab389dcaddcce,1,1,1,1,0,0,0,1
10835,10835,0,0110,0,44,9863104,1,00,51744,1232863,1232888,51744,c40bc40bc3cac3eabba9bbc9d46dcc6d9ae792c7bc0cc46db3ebbc2cd4aebc0c,1,1,1,1,0,0,0,1
10836,10836,0,0110,0,45,9863112,1,00,51744,1232864,1232889,51744,92e8826682a6abcbd531dd52932961839b6bc4f0dd93c4b0ac0e82a962065a06,1,1,1,1,0,0,0,1
10837,10837,0,0110,0,46,9863120,1,00,51744,1232865,1232890,51744,51c549c55a4649c5398352466ae873297b49730851e449e341a25a2473078baa,1,1,1,1,0,0,0,1
10838,10838,0,0110,0,47,9863128,1,00,51744,1232866,1232891,51744,940c836962865a246ae78389730783687b4772c6834893eb83695a2451e36286,1,1,1,1,0,0,0,1
10839,10839,0,0110,0,48,9863136,1,00,51744,1232867,1232892,51744,7b2872c672c662245a2483288baa83897b2862a66ac76ae862a65a456ae77308,1,1,1,1,0,0,0,1
10840,10840,0,0110,0,49,9863144,1,00,51744,1232868,1232893,51744,5a655a446ae7732783888bc9940a9beaa40a8b478b279388a40ba3ea9bc99ba9,1,1,1,1,0,0,0,1
10841,10841,0,0110,0,50,9863152,1,00,51744,1232869,1232894,51744,9388a3ea93687ac572849347938861c26a44a3caa40b8b0872656a2461c382a6,1,1,1,1,0,0,0,1
10842,10842,0,0110,0,51,9863160,1,00,51744,1232870,1232895,51744,a3aa8b0772246a249369a3eb7a868ac793289348c4ae9b6a49205142494182e8,1,1,1,1,0,0,0,1
10843,10843,0,0110,0,52,9863168,1,00,51744,1232871,1232896,51744,b42c9b6aa3cb82a7492151836205936b9bcc59c4282059a3b46e9bec6a456a66,1,1,1,1,0,0,0,1
10844,10844,0,0110,0,53,9863176,1,00,51744,1232872,1232897,51744,93ab9bcb7ae872a772c772c7622559e462456aa7836a7b29416239415a25836a,1,1,1,1,0,0,0,1
10845,10845,0,0110,0,54,9863184,1,00,51744,1232873,1232898,51744,6ac8396231215a26392151a393ab8b299baa9beb8b6a61c451419b28c44cab89,1,1,1,1,0,0,0,1
10846,10846,0,0110,0,55,9863192,1,00,51744,1232874,1232899,51744,61c449216a4672876a667ae87286516259a38b087aa759c35182726672868309,1,1,1,1,0,0,0,1
10847,10847,0,0110,0,56,9863200,1,00,51744,1232875,1232900,51744,a3ec82e96a0661c561e540c161c59b8bb44e82c89329abeca3cbb44dac2da42c,1,1,1,1,0,0,0,1
10848,10848,0,0110,0,57,9863208,1,00,51744,1232876,1232901,51744,72a64941492161e582c8934a8ae86182302059828b097a6661838aa7b40dabcb,0,1,0,1,0,0,0,1
10849,10849,0,0110,0,57,9863208,1,00,51744,1232877,1232901,51744,93089b498b0761c27a6582a58aa5bc2bb3cb92a67a2569a361a27a8682a69b8a,0,1,0,1,0,0,0,1
10850,10850,0,0110,0,57,9863208,1,00,51744,1232878,1232901,51744,a3eb9b89bcae934961e47246494238a051629369a3eb8b286a2440e041014101,0,1,0,1,0,0,0,1
10851,10851,0,0110,0,57,9863208,1,00,51744,1232879,1232901,51744,38c0410151626a457ae859c34982518238e051826a2582a6828692e88ac77a65,0,1,0,1,0,0,0,1
10852,10852,0,0110,0,57,9863208,1,00,51744,1232880,1232901,51744,b44d7aa6516282e8ac4d93ab6a4672a8834a6246498362665a258b6a9bec30e0,0,1,0,1,0,0,0,1
10853,10853,0,0110,0,57,9863208,1,00,51744,1232881,1232901,51744,5a266aa841836ac88bcc8bac5a2630c149a46267392252065a264164396451e5,1,1,1,1,0,0,0,1
10854,10854,0,0110,0,58,9863216,1,00,51744,1232882,1232902,51744,5a0649a4624759e54983414251c451c4412230e141425a066aa8626741833922,0,1,0,1,0,0,0,1
10855,10855,0,0110,0,58,9863216,1,00,51744,1232883,1232902,51744,41833963394339423102392228a030e149c45a0551e549a4392230c030a04122,0,1,0,1,0,0,0,1
10856,10856,0,0110,0,58,9863216,1,00,51744,1232884,1232902,51744,62675a4641433902410259c56a4662048b2893898b8972e6416130c049a359e4,0,1,0,1,0,0,0,1
10857,10857,0,0110,0,58,9863216,1,00,51744,1232885,1232902,51744,51a34941410041405a246aa651e43921288030c059c37aa693699b8a8b086a04,0,1,0,1,0,0,0,1
10858,10858,0,0110,0,58,9863216,1,00,51744,1232886,1232902,51744,61e37ae77b086a6551c35a0559e451c45a057b096a87498349634142310130e1,0,1,0,1,0,0,0,1
10859,10859,0,0110,0,58,9863216,1,00,51744,1232887,1232902,51744,412251a372a67ae7832972c759e551c46225624551a3410138c1518362057266,1,1,1,1,0,0,0,1
10860,10860,0,0110,0,59,9863224,1,00,51744,1232888,1232903,51744,9b6aa3ab7a8738c04943726872a951c538e141425a056a6662464983390151e4,1,1,1,1,0,0,0,1
10861,10861,0,0110,0,60,9863232,1,00,51744,1232889,1232904,51744,51a35a046a466205390141426a6662246a6493a99388938893a8832662037ac5,1,1,1,1,0,0,0,1
10862,10862,0,0110,0,61,9863240,1,00,51744,1232890,1232905,51744,a42a9bc98327728461e249406a4393678b468b058b267a836a0261a159616a03,1,1,1,1,0,0,0,1
10863,10863,0,0110,0,62,9863248,1,00,51744,1232891,1232906,51744,9388830659c230c030a082e78b07722493279b897266492259c5830a72874101,1,1,1,1,0,0,0,1
10864,10864,0,0110,0,63,9863256,1,00,51744,1232892,1232907,51744,412240e040c082c693887b27522341c1418062036a039328b40ccccfcccec48d,1,1,1,1,0,0,0,1
10865,10865,0,0110,0,63,9863264,1,00,51744,1232893,1232908,51744,cceeabeb38a030804982494251a4308049227a8682a5722461c36a04a3ebb44d,0,1,1,1,0,0,0,1
10866,10866,0,0110,0,63,9863264,1,00,51744,1232894,1232908,51744,8aa78a86a348bc2bc48cbc2ba389a3caa3ca6a047265abebb40bdd50bc2c8a85,0,1,1,1,0,0,0,1
10867,10867,0,0110,0,63,9863264,1,00,51744,1232895,1232908,51744,9b27a368a368a3699b487a458245ab69b3aab3eb932859a251828b49b46d9369,0,1,1,1,0,0,0,1
10868,10868,0,0110,0,63,9863264,1,00,51744,1232896,1232908,51744,4cfb5d3c651c5cbb751d753e5cbc4c5a4c7a445a4cbb54dc4439549b5cdc4419,0,1,1,1,0,0,0,1
10869,10869,0,0110,0,63,9863264,1,00,51744,1232897,1232908,51744,4c595cfb5cfa5cb954b95cfa6d3b653a6d5b759c651a6d7b759b65396d395c96,0,1,1,1,0,0,0,1
10870,10870,0,0110,0,63,9863264,1,00,51744,1232898,1232908,51744,5cb55c7443703aad5b2f5b2f21274a4b6b0f312828a73109318c42704af23af2,0,1,1,1,0,0,0,1
10871,10871,0,0110,0,63,9863264,1,00,51744,1232899,1232908,51744,43946cd96cf864b77d5964557c7594b6839251cb282549498bb25a8e52ef8cf7,0,1,1,1,0,0,0,1
10872,10872,0,0110,0,63,9863264,1,00,51744,1232900,1232908,51744,6c556c768cf89cf98c167bb463115b31951795586c5374337c538c338bb1832f,0,1,1,1,0,0,0,1
10873,10873,0,0110,0,63,9863264,1,00,51744,1232901,1232908,51744,7b0e51ea210663517cd87cf97c78845883f76b344ab24b5464d97d9d7d5d7d1c,0,1,1,1,0,0,0,1
10874,10874,0,0110,0,63,9863264,1,00,51744,1232902,1232908,51744,74fb74da6cba751b6cda6c99855d857d6c9964186c996c9964587d1b7d3c7d1b,0,1,1,1,0,0,0,1
10875,10875,0,0110,0,63,9863264,1,00,51744,1232903,1232908,51744,74fb7d1c855d7d1c7cfb749a7cdb853c7cfb7cdb7cfb7cfb7d1b851c851c7d1c,0,1,1,1,0,0,0,1
10876,10876,0,0110,0,63,9863264,1,00,51744,1232904,1232908,51744,853c7d1c74fb74da74da74da74da74ba7d1c855c855c7cfb74ba74ba74bb7d1c,0,1,1,1,0,0,0,1
10877,10877,0,0110,0,63,9863264,1,00,51744,1232905,1232908,51744,855d7d1c751c751c647a5418649a74fc751d6cdc751d64bc541a5c3a649c6d1d,0,1,1,1,0,0,0,1
10878,10878,0,0110,0,63,9863264,1,00,51744,1232906,1232908,51744,64fd6d1d5cbb6d1d6d1d5c9b64fd6d3d5c9b545a64dc7d9f6d3e4c5a43f94419,0,1,1,1,0,0,0,1
10879,10879,0,0110,0,63,9863264,1,00,51744,1232907,1232908,51744,5cdc757f5cdc443a6d5e549b33d8549b5cfd445a443954bb54dc653e54dc443a,0,1,1,1,0,0,0,1
10880,10880,0,0110,0,25,9863464,1,00,51808,1232908,1232933,51808,4c7b4c5a443a4c5b443a443a443a549c4c7b4c7b4c7b443a3bf9445a4c7b54bc,1,1,1,1,0,1,0,1
10881,10881,0,0110,0,26,9863472,1,00,51808,1232909,1232934,51808,5cbd547b4c5b547b3bd9443a3c1954bc5d1d54dc3bb74bf84bb7225119cf32f3,1,1,1,1,0,1,0,1
10882,10882,0,0110,0,27,9863480,1,00,51808,1232910,1232935,51808,3c38449a5d1d549c337843f9549c4c7b3c1a4cbc54bc443933d754bb54fc4cbc,1,1,1,1,0,1,0,1
10883,10883,0,0110,0,28,9863488,1,00,51808,1232911,1232936,51808,445a4cbc4c7b443a33f84c9b44bb3c59343823b533f53bf422cf11ea09271947,1,1,1,1,0,1,0,1
10884,10884,0,0110,0,29,9863496,1,00,51808,1232912,1232937,51808,214642084208294418e210e11901194229e529a431a54226420639a531642903,1,1,1,1,0,1,0,1
10885,10885,0,0110,0,30,9863504,1,00,51808,1232913,1232938,51808,39c74a8a31e719452a49538e2acb09e81aab334e22cc2aac32ac324a428b4aab,1,1,1,1,0,1,0,1
10886,10886,0,0110,0,31,9863512,1,00,51808,1232914,1232939,51808,3a2729a4298339e4422431c231c142435ae64a44422352854a2441c3314028e0,1,1,1,1,0,0,0,1
10887,10887,0,0110,0,32,9863520,1,00,51808,1232915,1232940,51808,3162294218801060290118a018a0398320e120c120e1292139a32920188020e0,1,1,1,1,0,0,0,1
10888,10888,0,0110,0,33,9863528,1,00,51808,1232916,1232941,51808,20e020c021002920292039a139a14a445aa662e76b295a8741e539a420e139a4,1,1,1,1,0,0,0,1
10889,10889,0,0110,0,34,9863536,1,00,51808,1232917,1232942,51808,39c520e2080008001041104108000820106118e3088010802963212210a01880,1,1,1,1,0,0,0,1
10890,10890,0,0110,0,35,9863544,1,00,51808,1232918,1232943,51808,398428e118a01880188020e12102290218a11880106010800020084010801080,1,1,1,1,0,0,0,1
10891,10891,0,0110,0,36,9863552,1,00,51808,1232919,1232944,51808,10a008a0210131833983398231622921292139a3318231623162314131413141,1,1,1,1,0,0,0,1
10892,10892,0,0110,0,37,9863560,1,00,51808,1232920,1232945,51808,3983314218a01880186020c1188010a018c018c018e0210018e0210139843984,1,1,1,1,0,0,0,1
10893,10893,0,0110,0,38,9863568,1,00,51808,1232921,1232946,51808,31432902186018a018c018a0294239c549e6392430e431463167296818e718e7,1,1,1,1,0,0,0,1
10894,10894,0,0110,0,39,9863576,1,00,51808,1232922,1232947,51808,10a710e818c818c818e9216b29ed324f6c574333329143345c383b7633765459,1,1,1,1,0,0,0,1
10895,10895,0,0110,0,40,9863584,1,00,51808,1232923,1232948,51808,43d743b743f844192b763bf94c7b443a2b9733d84c7b1b1523363bf93c3a445a,1,1,1,1,0,0,0,1
10896,10896,0,0110,0,41,9863592,1,00,51808,1232924,1232949,51808,447b33d82bb72bb73c194cbb2b973c19447a3c393bf933b833b8445b54bc443a,1,1,1,1,0,0,0,1
10897,10897,0,0110,0,42,9863600,1,00,51808,1232925,1232950,51808,2b98443a3bf93c1933d833b833b833f933d93c193c194c7b5cfd33d8443a4c9b,1,1,1,1,0,0,0,1
10898,10898,0,0110,0,43,9863608,1,00,51808,1232926,1232951,51808,4cbc449b341933d84c9b445a3c19445a4cbc3bf933b833d83c19445a443a3bf9,1,1,1,1,0,0,0,1
10899,10899,0,0110,0,44,9863616,1,00,51808,1232927,1232952,51808,3c1a445b445b3bf933b82b9833b83c193bf93c1a4c5b54bc443a33b83c1a443a,1,1,1,1,0,0,0,1
10900,10900,0,0110,0,45,9863624,1,00,51808,1232928,1232953,51808,443a445b445b3c1a443b443a3bf9445b443a33983c1a443a443b4cbc3c1a3c3a,1,1,1,1,0,0,0,1
10901,10901,0,0110,0,46,9863632,1,00,51808,1232929,1232954,51808,4c5b441a445a4c9b54bc5cfd4c7b33b82bb84c9c447b2b973bf933b833b8441a,1,1,1,1,0,0,0,1
10902,10902,0,0110,0,47,9863640,1,00,51808,1232930,1232955,51808,3c19447b54fd54fd341933d93c1a4c5b443b33b92bb84cbc447b54dc4c7b443a,1,1,1,1,0,0,0,1
10903,10903,0,0110,0,48,9863648,1,00,51808,1232931,1232956,51808,5cfd5d1e445a54bc4c9b3bf93c3a4c9b4c9b4c9c5cfd445a3c1a3bf93c1a5cfd,1,1,1,1,0,0,0,1
10904,10904,0,0110,0,49,9863656,1,00,51808,1232932,1232957,51808,651e3bf933984c7b549c3bf933d94c5b54bc54bc33d93bd954bc54bc5d3e4cbc,1,1,1,1,0,0,0,1
